language_name,language_synonym,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory
Parrintyi ,"Paakantyi, Barrindji, Bandjigali, Barindji, Barundji, Paruindi, Paruinji, Parooinge, Barungi, Barinji, Bahroonjee, Barongee, Barrengee, Barunga, Berri ait, Paru, Paroo, Bpaaroo, Bpaaroon jee",-32.81793803849,143.52710583976,NSW
Kungakuri ,Gungaguri,-29.105452818179,146.39520769076,NSW
Kungakuri ,Gungaguri,-29.105452818179,146.39520769076,QLD
Barababaraba ,"Baraba Baraba, Baraba baraba, Baraparapa, Barappur, Bareber Bareber, Barraba barraba, Barrababarraba, Birraba birraba, Boora boora, Boorabirraba, Booraboora, Boort, Burabura, Burappa, Burapper, Burrabura ba, Burraburburaba, Burreba burreba, Karraba, Beraba Beraba, Berrapper dialect, Barrappur, Baraber, Boraipar, Boora Boora, Lower Loddon tribe, Boort tribe",-35.673702896047,144.61137635412,NSW
Barababaraba ,"Baraba Baraba, Baraba baraba, Baraparapa, Barappur, Bareber Bareber, Barraba barraba, Barrababarraba, Birraba birraba, Boora boora, Boorabirraba, Booraboora, Boort, Burabura, Burappa, Burapper, Burrabura ba, Burraburburaba, Burreba burreba, Karraba, Beraba Beraba, Berrapper dialect, Barrappur, Baraber, Boraipar, Boora Boora, Lower Loddon tribe, Boort tribe",-35.673702896047,144.61137635412,VIC
Nuntukuri ,Nunduguri,-29.871731092888,145.95244183475,NSW
Nuntukuri ,Nunduguri,-29.871731092888,145.95244183475,QLD
Purukuri ,Buruguri/Baderugali,-29.720394875821,144.26646237685,NSW
Purukuri ,Buruguri/Baderugali,-29.720394875821,144.26646237685,QLD
Thinuntu ,Dhindundu,-29.839282822512,146.32568318367,NSW
Thinuntu ,Dhindundu,-29.839282822512,146.32568318367,QLD
Kuntakuri ,Gundaguri,-29.297269569361,146.90787753214,NSW
Kuntakuri ,Gundaguri,-29.297269569361,146.90787753214,QLD
Yuwaalayaay ,"Yuwaaliyaay, Euahlayi, Kamilaroi, Gamilaroi, Guyinbaray, Juwalarai, Ualarai, Walarai, Weraerai, Wirajarai, Yuwaalaraay, Yualyai, Ualari, Yualarai, Uollaroi, Yualai, Yerraleroi, Yuwalyay, Yualeai, Yualloroi, Yowaleri, Youallerie, Yualari, Yowairi, Yuolary, Eu ahlayi, Yourilri, Youahlayi, Jualjai, Juwaljai, Yuwalyai, Wallarai, Wolleroi, Walleri, Woleroi, Wollaroi, Gingi, Brewarrana tribe",-29.604408334401,147.54034422807,NSW
Jeithi ,"Yeidthee, Pikkolatpan",-35.512010168756,145.98132255486,NSW
Milpulo ,"Danggali, Milpulko, Mailpurlgu, Mamba",-31.808487851526,142.41416574849,NSW
Marrawarra ,"Paakantyi, Marawara, Maraura, Bandjigali, Berlko, Berri ait, Ilaila, Mara:wara, Mareaura, Mareawura, Marewera, Maroura, Marowera, Marowra, Marraa Warree, Waimbio, Wiimbaio, Wiimbo, Wimbaja, Jakajako, Yaakoyaako, Waimbo, Wiimpaya, Mare aura, Beriko",-33.666362899319,141.44864580426,NSW
Marrawarra ,"Paakantyi, Marawara, Maraura, Bandjigali, Berlko, Berri ait, Ilaila, Mara:wara, Mareaura, Mareawura, Marewera, Maroura, Marowera, Marowra, Marraa Warree, Waimbio, Wiimbaio, Wiimbo, Wimbaja, Jakajako, Yaakoyaako, Waimbo, Wiimpaya, Mare aura, Beriko",-33.666362899319,141.44864580426,SA
Kureinji ,"Keramin, etc, Gureinji, Karin, Kerinma, Karinma, Karingma, Orangema, Kemendok, Pintwa, Gure:ndji, Gurendji, Kureinyi, Kareingi, Ka rinma, Grangema, Garnghes, Kinenekinene, Kianigane, Jungeegatchere",-34.23140408313,142.42165314347,NSW
Southern Paakantyi ,"Paakantyi, Baagandji, Darling, Southern Baagandji, Bagundji, Barkindji, Barkinji, Barkungee, Bahkunji, Bahkunjy, Parkungi, Parkengee, Bakanji, Bakandi, Bargunji, Southern Bagundji, Barkinjee, Barkunjee, Pakindji, Pa:kindzi, Bakandji, Barkinghi, Par kengee, Parkingee, Bagandji, Bpaagkon jee, Kurnu, Kkengee, Kornoo, Kaiela",-32.72158778043,142.56509973385,NSW
Canberra language ,Nyamudy,-35.47495743535,148.99849573155,ACT
Wirraayaraay ,"Wiraiari, Weraerai, Wiraiarai, Weraiari, Wirri Wirri, Wirraarai, Warlarai, Wolroi, Wolleri, Waho lari, Wolaroo, Walarai, Juwalarai, Walari, Wolaroi, Woo laroi, Ginniebal, Mooran Mooran",-32.098396244094,148.5865299881,NSW
Wirraay-Wirraay ,"Wirayaraay, Wiriwiri, Wiri Wiri, Weraerai, Wirraiarai, Wiraiarai, Weraiari, Wirri Wirri, Wirraarai, Warlarai, Wolroi, Wolleri, Waho lari, Wolaroo, Walarai, Juwalarai, Walari, Wolaroi, Woo laroi, Ginniebal, Mooran Mooran",-28.219526919058,148.19709698836,QLD
Yitha Yitha ,"Jitu Jitu, Yida Yida, Bayangil, Eetha Eetha, Eethanaeetha, Eethee Eethee, Eethie Eethie, i7a Yida, Ita ita, Itaiithi, Itaita, Ithi ithi, Iti iti, Jida Jida, Jitajita, Tjuop, Yetho, Yit tha, Yitha, Yitsa, Ithiithi, Eethaeetha, Yitayita",-33.873186078177,143.94091280464,NSW
Mutti Mutti / Muthi Muthi,"Madhi Madhi, Madi Madi, Bakiin, Mataua, Matimati, Matthee matthee, Moorta Moorta, Mudhi Mudhi, Muthimuthi, Muti muti, Muttee Muttee, Madimadi, Mutte Mutte, Madi madi, Kulin",-33.753156051553,142.72174530242,NSW
Nari Nari ,"Narinari, none",-34.418687133543,144.4000270644,NSW
Geawegal ,"Garewagal, Geawagal, Geawe gal, Gweagal, Gweawegal, Gwegal, Keawaikal, Keawekal, Kawawaykal",-32.519798571807,151.21169696793,NSW
Yaygirr^,"Kumbainggar, Gumbainggir, Jiegera/Yaygir, Baanbay, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Yuungay, Jeigir, Ji:gara, Jireigir, Jungai, Yaegl, Yegera, Yegir, Yiegera, Youngai",-29.686722970453,153.18784362556,NSW
Yugambal ,"Yugambal: Ngarrabul, Ngarrbal, Ngarabal, Kwiambal, Jugambal, Jukambal, Jukambil, Marbul, Narbul, Ngarabul, Ngarrabul, Pregalgh, Ucumble, Ukumbil, Yacambal, Yirimbil, Yoocomble, Yoocumbill, Yookambul, Yookumbil, Yookumbill, Yookumble, Yookumbul, Yucomble, Yugarabul, Yugumbil, Yukambal, Yukambil, Yukumba, Yukumbil, Yukumbul, Yurimbil",-29.757441239373,151.05011430544,NSW
Bundjalung^ ,"Bandjalang, Arakwal, Badjulung, Banjalang, Birihn, Dinggabal, Geinyan, Gidabal, Jukambal, Jukambe, Kalibal, Keinjun, Kitabal, Minjunbal, Ngarahgwal, Nyangbal, Wahlubal, Widjubal, Wiyabal, Wudjehbal, Yugambeh, Badjalang, Badjelang, Bandjalong, Bandjelang, Bandyalang, Bandjalung, Bunjalung, Wuhyebal",-29.251261354257,153.07515373674,NSW
Gidhabal ,"Githabul, Gidabal, Bandjalang, Kidabal, Kidjabal, Kita bool, Kittabool, Kitabool, Kitapul, Gidabul, Gidjoobal, Kuttibul, Noowidal",-28.501057231671,152.32034553453,NSW
Galibal ,"Galival, Kalibal, Moorung moobar, Murwillumbah",-28.533264350058,152.86681397041,NSW
Galibal ,"Galival, Kalibal, Moorung moobar, Murwillumbah",-28.533264350058,152.86681397041,QLD
Wiyabal ,"Wudjeebal, Buggula, Ettrick tribe, Noowidal, Nowgyjul, Waibra, Wailbra, Watchee, Watji, Widjabal, Widje, Wijabal, Wuje, Wudjebal",-29.308028778101,152.22822492229,NSW
Wahlubal,"Waalubal, We:labal, Welabal, Baryugal",-28.88761183938,152.50792193364,NSW
Yugambeh ,"Yugumbir, Yugambal, Chepara, Chipara, Cudgingberry, Gando Minjang, Gandowal, Gendo, Gindobal, Goodjingburra, Jugambal, Jugambeir, Jugumbir, Jukam, Jukamba, Jukambe, Manaldja:li, Minjambuta, Minjangbal, Minjungbal, Minyambuta, Minyowa, Minyung, Mogul lumbitch, Ngandowul, Tjapera, Tjipara, Yögum, Yoocum, Yoocumbah, Yugambir, Yuggum, Yugimbir, Yukambe, Yukum, Yukumbir, Yugumbal, Yugumbee, Gurgun Mibinyah",-28.09452768919,152.98125597436,QLD
Minyangbal ,"Minjangbal, Yugambal, Minjanbal, Boggangar, Minyowa, Minyung, Wangerriburra, Minjungbal, Gendo, Gando Minjang, Gan dowal, Ngandowul, Cudgingberry, Cood jingburra",-28.554389638963,153.4981193759,NSW
Minyangbal ,"Minjangbal, Yugambal, Minjanbal, Boggangar, Minyowa, Minyung, Wangerriburra, Minjungbal, Gendo, Gando Minjang, Gan dowal, Ngandowul, Cudgingberry, Cood jingburra",-28.554389638963,153.4981193759,QLD
Jandai ,"Janday, Coobenpil, Djandai, Djandawal, Djendewal, Dsandai, Goenpul, Jendairwal, Jundai, Koenpal, Koenpel, Noogoon, Tchandi, Tschandi, Quandamooka, Jandayi",-27.772890083261,153.39910442668,QLD
Warrimay,"Warimi, Worimi, Gringai, Gadang, Kattang, Kutthung, Gutthan, Warrimee, Warrimi, Warrimay tribe, Molo, Bahree, Karrapath, Carapath, Warrangine, Wannungine",-32.486841132412,151.99694638643,NSW
Duungidjawu ,"Wakawaka, Dungidjau, Dalla, Ngoera, Jarbu, Jinibara, Jinibarra, Djunggidjau",-26.973148636344,152.57414043031,QLD
Moondjan ,"Nunagal, Moonjan, Yuggera, Nunukul, Gowar, Jagara, Koenpul, Ngugi, Turrubul, Yagara, Gundjun, Koko Kuntjan, Koko wansin, Kokoyan, Koonjan, Kundjan, Kundjin, Kunjen, Kunjin, Mundjan, Ngundjan, Noonuccal, Noonuckle, Noonukul, Nununkul, Okundjain, Nunungal, Quandamooka",-27.472157289981,153.46907862431,QLD
Ngoera ,"Wakawaka, Kaiabara, Njalbo, Dalla, Gayabara, Dalambara, Dallanbarah, Ngoera for Dalla, Kaia, Cooyar Range, Mount, Kaibara, Koiabara, Cooyarbara, Kaiyabora, Kia bara, Bujibara, Bujiebara, Booy ieburra, Buijibara, Bujibada for Kaiabara",-27.069052104844,152.35934257358,QLD
Yuggera,"Yugara, Yagara, Yuggera, Gowar, Jagara, Koenpul, Ngugi, Nunukul, Turrubul, Biriin, Djanda, Jagarabal, Jandai, Jergarbal, Jinibara, Jinibarra, Nighi, Terabul, Torbul, Turibul, Turrbal, Turrubal, Turubul, Yackarabul, Yagarabal, Yagarabul, Yaggara, Yerongban, Yeronghan, Yerongpan, Yiniburra, Yugarabal, Yugg ari, Yuggara, Jagera, Tor bul, Ninghi, Quandamooka",-27.708545143454,152.54684067589,QLD
Buyibara ,"Bujibada, Buyibada, Kaiabara, Kaia, Cooyar Range, Mount, Kaibara, Koiabara, Cooyarbara, Kaiyabora, Kia bara, Bujibara, Bujiebara, Booy ieburra, Buijibara",-27.22108106189,152.92819233587,QLD
Dalla ,"Dala, Mooloola, Dalleburra, For Dalla as a cover term  Dalla, Ngoera, Jarbu, Jinibara, Jinibarra, Djunggidjau, For Dalla horde  Dalambara, Dallanbarah",-26.775423650838,152.66843429133,QLD
Guwar ,"Yuggera, Gowar, Jagara, Koenpul, Ngugi, Nunukul, Turrubul, Yagara, Booroo geen merrie, Chunchiburri, Coowar, Gnoogee, Gooar, Goowar, Gowr burra, Guar, Mugee, Nooghi, Wodji, Wogee, Quandamooka",-27.167686536092,153.4003410629,QLD
Djagunda ,"Djakunda, Barunggam, Giabal, Jarowair, Dakundair/Dakundeir/Djakunda, Djakanda, Djaka nde, Dakundair",-26.050348414157,150.83513689549,QLD
Wakka Wakka^ ,"Waga Waga, Wakawaka, Waka Waka, Bujiebara, Dungibara, Dungidau, Garumga, Garumngar, Kaiabara, Enibura, Gowrburra, Koolaburra, Mungar, Nukunukubara, Wa, Wabar, Waa, Wacca Wacca, Wackar, Waka, Wakar, Wakka, Wakka wakka, Wakkar, Wakkawakka, Waku wuka, Wapa, Wilili, Wililililee, Willillee, Woga, Wogga, Wokka, Wokkari, Wuka Wuka, Wuli wuli, Wulili, Wagawaga, Woka, Wakar/Wackar, Woka Woka",-26.451334117667,151.90302899292,QLD
Gubbi Gubbi ,"Gabi Gabi, Dippil, Dallambara, Dowarbara, Dulingbara, Kabi Kabi, Nalbo, Undanbi, Cabbee, Cabee, Carby, Carby carbery, Dhapil, Dhipil, Dipple, Doon dooburra, Doondoora, Dowarburra, Dundu:ra, Dundubara, Gabi, Gabigabi, Kabbi, Kabi, Kabikabi, Kahby, Karabi, Karbi, Maiba",-26.005603296372,152.66753734609,QLD
Birrbay,"Birpai, Birpay, Worimi, Birbay, Biripi, Biribi, Birippi, Birrapee, Birripai, Birripi, Bripi, Brippai, Waw wyper, Biribai, Birrbay, Gathang, Kattang",-31.646951417434,152.13401595302,NSW
Butchulla ,"Batjala, Badjala, Badtjala, Ngulungbara, Badjela, Patyala, Badtala, Batyala, Badyala, Bidhala, Dulingbara, Thoorgine for Batjala, Olongbura, Gnoolongbara, Koolaburra for Ngulungbara",-25.337220044704,153.03282012261,QLD
Yiman ,"Jiman, Emon, Iman, Jimun, Nimmi, Yimun, Yeeman, Yiiman",-25.589029372401,149.57709835433,QLD
GOORENG GOORENG,"Gureng Gureng, Goeng, Koreng Goreng, Taribulung, Tulua, Corine, Curang Curang, Curang gurang, Goonine, Goorang Goorang, Gurang, Gurang Gurang, Kooranga, Koreng, Koreng Koreng, Korenggoreng, Korrengkorreng, Korrlup, Kuriny, Kurranga, Maroonee, Meeroni, Meerooni, Qualup tribe, Warangu, Wide Bay tribe, Yamma, YungkonoCaracterrup, Goreng Goreng, Curanggurang, Guranggurang, Gooranggorang, Gurenggureng, Koreng koreng, Gureng gureng Curang gurang, Gurang gurang, Goorang goorang",-24.904800693498,151.79031501814,QLD
Taribelang ,"Gureng Gureng, Taribulung, Goeng, Koreng Goreng, Tulua, Daribelum, Darpil, Ginginburra, Taribeleng, Tarribelung, Wokka, Wokkari, Yawai, Yawaim, Daribalang >Goeng goeng, Daribalang",-24.807331363966,152.03889919957,QLD
Gungabula ,"Kongabula, Gongabula, Khungabula, Khungabulal, Kungalburra, Ongabula",-25.599573240252,148.64372520145,QLD
Goeng Goeng ,"Guweng Guweng, Coonine, Goeng, Maroonee, Meeroni, Daribalang >Goeng goeng, Goonine, Guweng, Yungkono, GurangGurang, Meerooni, Wide Bay tribe, Yamma",-24.266885815131,151.68168772042,QLD
Bidjara / Bidyara,"Pitjara, Bidjera, Bithara, Bitjara, Minkabari, Peachera, Peechera, Pitteroo, Wilya, Bitharra",-24.903186585911,147.12130691422,QLD
Garaynbal,"Garanjbal, Garingbal, Karingbal, Kainbul, Kaingbul, Kanalloo, Kanoloo, Kanolu, Karingbool, Karranbal, Karranbal; man",-23.330161348978,149.1337003446,QLD
Wadjigu,"Wadja, Wadju, Maudalgo, Wadjainggo, Waindjago, Wainggo, Wainjago, Wainjigo, Wadya, Watjigu",-24.808523639971,148.57335257653,QLD
Ngaku ,"Ngaagu, Dainggatti, Dainggati, Dhan gadi, Dunghutti, Thungutti, Ngagu, Niungacko",-31.069534687534,152.9340119278,NSW
Gangulu ,"Kaangooloo, Kangulu, Kanolu, Cangoolootha, Gangu, Kangalo, Kangool lo, Khangalu, Kongalu, Konguli, Kongulu, Khang, Ghangulu, Ghungalu, Ka ngool lo",-24.186069748369,150.15143203191,QLD
Tulua ,"Dappil, Gureng Gureng, Goeng, Koreng Goreng, Taribulung, Dulua, Toolooa, Dandan, Narung",-24.389852170929,150.99900015219,QLD
Baiali,"Bayali, Byellee, Bajali, Bayelle, Biele, Bieli, Byelle, Byellel, Orambul, Urambal",-23.643690744,150.88523677149,QLD
Yagalingu ,"Jagalingu, Wadjalinggu, Auanbura, Kokleburra, Owanburra, Kowanburra, Wagalbara, Wakelbara, Wakelburra, Wakelbura",-23.156857996936,146.63293864742,QLD
Gayiri ,"Kairi, Bimurraburra, Gahrarja, Kararya, Kari, Khararya, Khararya; Kaira Gara Gara, Ara Ara, man",-23.79398017051,147.89773110202,QLD
Gabulbarra ,"Gabulbara, Gabalbara, Kabalbara, Kabelbara, Kaiabara, Yettimaralla, Gabelbara, none",-22.868637591631,148.72522785639,QLD
DARUMBAL ,"Darambal, Bayali, Darumbal, Jetimarala, Kooinmurburra, Ningebul, Taroombul, Warrabul, Yetimaralla, Dharumbal, Tharumbal, Darawal, Tarumbal, Tarumbul, Charumbul, Ta rum bal, Tarrombal, Tarambol, Tarm bal, Warabal, Warrabal, Ningebal, Rockhampton dialect, Bauwi warra",-22.715683514461,150.06004560953,QLD
Wangan ,"Wierdi, Wan gan, Babbinburra",-22.797163280214,147.60858965445,QLD
Baradha ,"Barada, Thar ar ra burra, Tha ra ra burra, Toolginburra, man",-21.982383872787,148.92525723397,QLD
Guwinmal,"Kuinmabara, Kungalburra, Gunmal, Koi, Koinbal, Kooinmerburra, Kuinmurbura, Kungmal, Kweembul, Kwiambal, Kwigalburra, Mamburra, Queenbullaquieumble, Gunymal, Gonjmal, Kuinmur bura, Koinjmal",-22.279668095091,149.79615727255,QLD
Ngambaa ,"Ngaku, Niungacko, Ngamba, Ngambarr, Ngambar, Ngeunbah",-30.815135412469,152.89047946386,NSW
Miyan ,"Mian, Koombokkaburra, Munkibura, Munkieburra, Oncooburra, Pegulloburra, Wokkelburra, Wokkulburra, Peghullaburra, Woccullaburra, Monkeyburra, Pegullo burra",-21.812523000063,146.18381639052,QLD
Yambina ,"Jambina, Jampa:l, Jampal, MutholburraNarboo Murre, Yambeena, Narboo Murre, Muthoburra",-22.314022581716,147.47527316572,QLD
Yangga ,"Jangga, Yanga, Durroburra, Dorobura",-20.92842179491,147.25628845476,QLD
Baranha,"Barna, Ba:na, Parnabal, Barnya",-22.080577003398,148.19852895163,QLD
Yilba ,"Ilba, Eneby, Jilba, Moothaburra, Mungera, Mungerra, Munkeeburra, Pagulloburra, Pegulloburra, Yakaburra, Yuckaburra, Yukkaburra, Yuckaburra  this is a local group name, Mootha burra",-20.766821122946,146.04798051432,QLD
Biri^ ,"Birigaba, Biria, Wiri, Biragaba, Birri Gubba, Biriaba, Breeaba, Perembba, Perenbba",-20.508100888934,147.98860736809,QLD
Wiri ,"Wirri, Widi, Biri, Biria, Gongolo, Widi, Wierdi, Wirdi, Witi",-21.298575220693,148.70378164891,QLD
Giya ,"Bumbarra, Gia, Ngaro, Ngaru, Bumbara, Bumburra Burra, Kia, Bumburra",-20.40181798643,148.46292086792,QLD
Ngaro ,"Giya, Ngaro/Ngaru, Gia, Ngaru, Googaburra, Ngalangi, Nguro, Island tribe",-20.295474713324,148.93473668823,QLD
Dhanggati / Dunghutti^,"Dunghutti, Dhanggatti, Djan gadi, Thangatti, Dyangadi, Dainggatti, Dainggati, Dhan gadi, Ngaku, Thungutti, Dangadi, Danggetti, Dhangatty, Thangatty, Dangati, Tangetti, Burgadi, Boorkutti, Dhanggadi, da?ati, Djangadi, Dunggudi, Thungatti, Djaingadi, Dang getti, Danghetti, Danggadi, Dhang atty, Yuungai, Yunggai, Tang gette, Burugardi, Nulla Nulla, Amberu, Himberrong, Jang, Yung, Dhunggutti, Dhunghutti",-30.906415451433,152.41692271761,NSW
Gudjal,"Warungu, Gudjala, Gudjali, Koochul bura, Kutjala",-19.707543255479,145.43599558371,QLD
Bindal ,"Lower Burdekin, Nyawaygi, Bendalgubber, Bindel, North Murri",-19.563568549898,147.11055856083,QLD
Yuru ,"Mouths of the Burdekin River, Nyawaygi, Arwur angkana, Euronbba, Juru, Mal Mal, Malmal, South Murri, Arwur angkana",-19.827166873033,147.67455317982,QLD
Yetimarala / Yetimarla,"Bayali, Darumbal, Jetimarala/Yetimaralla, Jetimarala, Kooinmurburra, Ningebul, Taroombul, Warrabul, Yetimaralla, Ja:mba, Yaamba, Yetti maralla, Taruin bura",-22.893841802665,149.48361743913,QLD
Ganulu,"Kanolu, Kanoloo, Kanalloo",-23.655447179992,149.01096229364,QLD
Yugarabul ,Yuggarabul,-27.277609788298,153.02525779647,QLD
Gathang^,"Gadjang, Kattang, Worimi, Gadhang, Gadang, Molo, Bahree, Karrapath, Carapath, Warrangine, Wannungine, Birrbay, Warrimay",-31.982636844749,152.41557945907,NSW
Ngarbal ,"Ngarabal, Yugambal, Kwiambal, Ngarrabul/ Ngoorabul/ Ngarbu, Ngarabul, Ngarrabul, Narbul, Marbul, Ngrapol",-29.527793296141,151.78146061818,NSW
Gumbaynggirr,"Gumbaynggir, Kumbainggar, Gumbainggir, Baanbay, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Yuungay, Bellingen tribe, Bellinger tribe, Cambanggarie, Coombagoree, Coombangree, Coombargaree, Coombyngara, Coombyngura, Coombyugura, Cumbainggar, Guinbainggiri, Gumbainggirr, Gumbainga, Gumbainggar, Gumbanga, Gumbanggar, Gumbanggeri, Gumbanjaree, Gumbayngir, Gunbainygar, Kombaingheri, Kombinegherry, Koombabgghery, Koombainga, Koombanggary, Koombanggherry, Koombangi, Kumbaingeri, Kumbainggeri, Kumbainggir, Kumbainggirri, Kumbaingir, Kumbangerai, Nimboy, Orara, Woolgoolga, Koombangghery, Kumbanggerri, Koombanggaree, Kumbainggerri, Kumbinggeri, Kumbanggar, Kom baingheri, Coombyn gura, Gumbaigar, Gunbaigar, Gumbaingar, Kumbangar",-30.087643010269,152.44568760982,NSW
Burrgati,"Dyangadi, Burgadi, Burugadi",-30.422360631737,151.94073676337,NSW
Birihn,Biriin,-29.047958904817,152.8588680872,NSW
Nyangbal ,Njangbal,-28.921504855909,153.4217925987,NSW
Mununjali ,"Yugambal, Manaldjali, Manaldjahli, Mununjali, Munaljali",-28.126543130262,152.91469849776,QLD
Nerang Creek  ,Kombumerri,-28.08259432458,153.24077249507,NSW
Nganduwal ,"Ngahnduwal, Gurgun Mibinyah",-28.351553657393,153.30360703492,NSW
Ngarahgwal ,"Ngara:ngbal, Ngarangbal, Gurgun Mibinyah, Ngarahngwal, Kombumerri ",-27.886144546326,153.32790697545,NSW
Baanbay ,"Kumbainggar, Gumbainggir, Baanbay/Banbai, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Yuungay, Ahnbi, Babnbi, Baanbay Ahnbi, Dandai, Bahnbi",-30.059012339287,152.11108682837,NSW
Wehlubal ,"Baryulgil, Wiribi",-29.224425509969,152.55178022294,NSW
Jarowair ,"Barunggam, Djakunda, Giabal, Yarrowair, Yarow wair, Yarrow Wair",-27.211689594787,151.6777653685,QLD
Wapabara ,Woppaburra,-23.191386570134,150.96684726462,QLD
Gambalamam ,Crowley,-30.37844644412,152.67147920582,NSW
Turrbal ,"Turrbal, Thurawal, Turrubul, Durubulic, Jagara, Undanbi, Turrbul, Turrabul, Toorbal, Tarabul, Jagarabal, Jergarbal, Yagara, Yaggara, Yuggara, Yugg ari, Yackarabul, Turrbal, Turrubal, Terabul, Tor bul, Turibul, Yerongban, Yeronghan, Ninghi, Yerongpan, Biriin for Jagara, Undumbi, Oondumbi, Mooloola, Churrabool, Djindubari, Djuadu bari, Jooaduburrie, Bo oobera, Dippil for Undanbi",-27.507403426369,153.05193360867,QLD
Dungibara ,"Waka Waka, Bujiebara, Dungidau, Garumga, Garumngar, Kaiabara, Dalla, Doongibarra, Doongiburra",-27.200969949533,152.55224547096,QLD
Garumngar ,"Waka Waka, Bujiebara, Dungibara, Dungidau, Garumga, Kaiabara, Dalla, Garumu?ar, Garumnga, Garumgma",-27.353033238067,152.69513511944,QLD
Wuli Wuli,"Wuli Wuli, Wuliwuli, Wuli wuli, Wulili, Wilili, Wililililee, Willillee, Wulli Wulli, Wulilli",-25.303334466772,150.63558459481,QLD
Yunggaya,"Gumbainggir, Yuungay, Baanbay, Banbai, Gamlamang, Jiegera, Kumbainggiri, Yaygir, Ju:ngai, Yiegera, Jeigir, Yegera, Youngai, Jungai",-29.463789318893,153.21577363144,NSW
Nalbo ,"Gubbi Gubbi, Dallambara, Dowarbara, Dulingbara, Kabi Kabi, Undanbi, Dalla, Ngalbu, Njalbo, Nalboo",-26.76927823247,152.88589503145,QLD
Guringay ,"Gringai, Gathang, Guringai",-32.513457926197,151.69933495542,NSW
Wangkamanha / Wankamadla,"Lhanima, Tharlimanha, Wangga Manha, Wangkamana, Julaolinja, Lanima, Rungarungawa, Wangka yutjuru, Wongkadjera, Ju:lanja, Ju:lanji, Jura, Talimana, U la linya, U la linye, U lay linye, Ulaolinja, Ulaolinya, Uluonga, Wanggamala, Wanggamanha Wangkamana, Wanggamana, Wonggaman, Wonggawan, Wongkamala, Wonkamala, Wonkamudla, Yoolanlanya, Wangkamadla, Wanggamanha",-24.330800671757,137.42441473856,NT
Wangkamanha / Wankamadla,"Lhanima, Tharlimanha, Wangga Manha, Wangkamana, Julaolinja, Lanima, Rungarungawa, Wangka yutjuru, Wongkadjera, Ju:lanja, Ju:lanji, Jura, Talimana, U la linya, U la linye, U lay linye, Ulaolinja, Ulaolinya, Uluonga, Wanggamala, Wanggamanha Wangkamana, Wanggamana, Wonggaman, Wonggawan, Wongkamala, Wonkamala, Wonkamudla, Yoolanlanya, Wangkamadla, Wanggamanha",-24.330800671757,137.42441473856,QLD
Warluwarra^ ,"Warluwara, Warluwarra, Waluwara, Didjadidja, Elookera, Kapula, Maula, Maule, Mauula, Pangara, Panggara, Paringgara, Walgra, Wallawarra, Waloo kera, Walookera, Walugara, Walugera, Walukara, Wlookera, Wolga, Wollegara, Wollegarra, Yannalinka, Yunnalinka, Warluwarra Bularnu",-21.762186407649,138.42855736744,QLD
Ayerrerenge ,"Bularnu, Jaroinga, Yaroinga, Jaroinga; Jurangka, Manda, Yaringa, Yarroinga, Yarrowin, Yorrawinga, Jaroinga; Jarionga, Yaro inga, Yarrowinga, Juruwinga, Yaruwinga, Ayerrerenge, Yorrowinga, Yuruwinga, Yaruwinga, Bulanja, Bulanu, Jarionga, Jurangka, Pulanja, Ayerrereng, Arandic",-21.393810830516,137.41542686257,QLD
Bularnu,"Warluwarra Bularnu, Yindjilandji, Bulanu, Manda, Pulanja, Bulanja",-20.656688662129,138.2747458112,NT
Bularnu,"Warluwarra Bularnu, Yindjilandji, Bulanu, Manda, Pulanja, Bulanja",-20.656688662129,138.2747458112,QLD
Kalkatungu / Kalkadoon,"Kalkutungu, Kalkutung, Kalkutungu, Calcadoon, Galgadung, Galgadunga, Galgadungu, Kalkadoona, Kalkadun, Kalkadung, Kalkadunga, Kalkaladoona, Kalkatongo, Kalkatunga, Kulkadoon, Kulkadoona, Kulkodone, Mantaba, Roongkari, Rungkari, Kalka donna",-20.886512982542,139.89001993296,QLD
Indjilandji ,"Yindjilandji, Indjilandji; Inchalachee, Inchalanchee, Indjilindji, Indjurandji, Indkilindji, Injilinji, Intjilatja, Indjilinji; Inchalachee, Indilandji, Indjilinji, Gulbilangu, Inchalanchi, Indjiladji, Injeelanjee, Intyilatya, Intjilantji; Gulbilangu, Inchilachee, Inchalachee, Indjillnji, Yinjilanji",-19.327052066917,137.46237684602,NT
Indjilandji ,"Yindjilandji, Indjilandji; Inchalachee, Inchalanchee, Indjilindji, Indjurandji, Indkilindji, Injilinji, Intjilatja, Indjilinji; Inchalachee, Indilandji, Indjilinji, Gulbilangu, Inchalanchi, Indjiladji, Injeelanjee, Intyilatya, Intjilantji; Gulbilangu, Inchilachee, Inchalachee, Indjillnji, Yinjilanji",-19.327052066917,137.46237684602,QLD
Wakabunga ,"Workoboongo, Kabikabi, Wagabunga, Waggaboonyah, Waggabundi, Wake bunge, Wakobungo, Waukaboonia, Workabunga, Wakapunga, Worgabunga, Wurgabunga",-19.538891965327,139.06481892321,QLD
